sample,train_score,test_score,precision,recall,accuracy,f1_score,model,num_features,num_rows_train,num_rows_test
over,0.9994029400488961,0.9986184990590564,0.9670792731103502,0.9994556341861731,0.9986184990590564,0.9830009369562306,"RandomForestClassifier(n_estimators=1, n_jobs=-1, random_state=1)",3,1591130,91929
